09:28:11 | L3 | SESION | Cierre de sesion Nº4
09:47:14 | L3 | VOTO | Nadia Garay (banca Nro:12) voto: Positivo
09:47:14 | L2 | INPUT | Nadia Garay (banca Nro:12) voto: Positivo
09:47:15 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev05]
09:47:15 | L3 | VOTO | Andrea Garachico (banca Nro:5) voto: Positivo
09:47:15 | L2 | INPUT | Andrea Garachico (banca Nro:5) voto: Positivo
09:47:16 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev06]
09:47:16 | L3 | VOTO | Hernán Pereira (banca Nro:6) voto: Positivo
09:47:16 | L2 | INPUT | Hernán Pereira (banca Nro:6) voto: Positivo
09:47:42 | L2 | INPUT | Pulsacion registrada: Tecla [3] del dispositivo [dev07]
09:47:42 | L3 | VOTO | Federico Garitano (banca Nro:7) voto: Negativo
09:47:42 | L2 | INPUT | Federico Garitano (banca Nro:7) voto: Negativo
09:47:43 | L2 | INPUT | Pulsacion registrada: Tecla [3] del dispositivo [dev08]
09:47:43 | L3 | VOTO | Lucila González (banca Nro:8) voto: Negativo
09:47:43 | L2 | INPUT | Lucila González (banca Nro:8) voto: Negativo
09:47:46 | L2 | INPUT | Pulsacion registrada: Tecla [3] del dispositivo [dev01]
09:47:46 | L3 | VOTO | Lorena Moreno (banca Nro:1) voto: Negativo
09:47:46 | L2 | INPUT | Lorena Moreno (banca Nro:1) voto: Negativo
09:47:47 | L2 | INPUT | Pulsacion registrada: Tecla [3] del dispositivo [dev02]
09:47:47 | L3 | VOTO | Samuel Alarcón Muñoz (banca Nro:2) voto: Negativo
09:47:47 | L2 | INPUT | Samuel Alarcón Muñoz (banca Nro:2) voto: Negativo
09:47:49 | L2 | INPUT | Pulsacion registrada: Tecla [3] del dispositivo [dev03]
09:47:49 | L3 | VOTO | Andrea Rueda (banca Nro:3) voto: Negativo
09:47:49 | L2 | INPUT | Andrea Rueda (banca Nro:3) voto: Negativo
09:47:53 | L2 | INPUT | Pulsacion registrada: Tecla [3] del dispositivo [dev04]
09:47:53 | L3 | VOTO | Gastón Cuis Taccari (banca Nro:4) voto: Negativo
09:47:53 | L3 | VOTACION | Votacion Nº3 completada. Resultado: EMPATADA - Votos: 12 de 12 - 6 Positivos, 6 Negativos y 0 Abstenciones
09:47:53 | L2 | INPUT | Gastón Cuis Taccari (banca Nro:4) voto: Negativo
09:48:08 | L3 | VOTACION | Votacion Nº3 DESEMPATADA. Resultado: APROBADA - Votos: 12 de 12 - 6 Positivos, 6 Negativos y 0 Abstenciones
09:49:56 | L3 | VOTACION | Apertura de votacion de tipo Despacho Nº10 con tema: Declaración de interés cultural, festival local de música y danza
09:50:07 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev01]
09:50:07 | L3 | VOTO | Lorena Moreno (banca Nro:1) voto: Positivo
09:50:07 | L2 | INPUT | Lorena Moreno (banca Nro:1) voto: Positivo
09:50:08 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev02]
09:50:08 | L3 | VOTO | Samuel Alarcón Muñoz (banca Nro:2) voto: Positivo
09:50:08 | L2 | INPUT | Samuel Alarcón Muñoz (banca Nro:2) voto: Positivo
09:50:09 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev03]
09:50:09 | L3 | VOTO | Andrea Rueda (banca Nro:3) voto: Positivo
09:50:09 | L2 | INPUT | Andrea Rueda (banca Nro:3) voto: Positivo
09:50:11 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev04]
09:50:11 | L3 | VOTO | Gastón Cuis Taccari (banca Nro:4) voto: Positivo
09:50:11 | L2 | INPUT | Gastón Cuis Taccari (banca Nro:4) voto: Positivo
09:50:14 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev05]
09:50:14 | L3 | VOTO | Andrea Garachico (banca Nro:5) voto: Positivo
09:50:14 | L2 | INPUT | Andrea Garachico (banca Nro:5) voto: Positivo
09:50:16 | L2 | INPUT | Pulsacion registrada: Tecla [2] del dispositivo [dev06]
09:50:16 | L3 | VOTO | Hernán Pereira (banca Nro:6) voto: Abstencion
09:50:16 | L2 | INPUT | Hernán Pereira (banca Nro:6) voto: Abstencion
09:50:18 | L2 | INPUT | Pulsacion registrada: Tecla [2] del dispositivo [dev07]
09:50:18 | L3 | VOTO | Federico Garitano (banca Nro:7) voto: Abstencion
09:50:18 | L2 | INPUT | Federico Garitano (banca Nro:7) voto: Abstencion
09:50:20 | L2 | INPUT | Pulsacion registrada: Tecla [3] del dispositivo [dev08]
09:50:20 | L3 | VOTO | Lucila González (banca Nro:8) voto: Negativo
09:50:20 | L2 | INPUT | Lucila González (banca Nro:8) voto: Negativo
09:50:22 | L2 | INPUT | Pulsacion registrada: Tecla [3] del dispositivo [dev09]
09:50:22 | L3 | VOTO | Dardo Petroli (banca Nro:9) voto: Negativo
09:50:22 | L2 | INPUT | Dardo Petroli (banca Nro:9) voto: Negativo
09:50:24 | L2 | INPUT | Pulsacion registrada: Tecla [3] del dispositivo [dev10]
09:50:24 | L3 | VOTO | Roxana Barrera (banca Nro:10) voto: Negativo
09:50:24 | L2 | INPUT | Roxana Barrera (banca Nro:10) voto: Negativo
09:50:25 | L2 | INPUT | Pulsacion registrada: Tecla [3] del dispositivo [dev11]
09:50:25 | L3 | VOTO | Walter Herrero (banca Nro:11) voto: Negativo
09:50:25 | L2 | INPUT | Walter Herrero (banca Nro:11) voto: Negativo
09:50:40 | L2 | INPUT | Pulsacion registrada: Tecla [3] del dispositivo [dev12]
09:50:40 | L3 | VOTO | Nadia Garay (banca Nro:12) voto: Negativo
09:50:40 | L3 | VOTACION | Votacion Nº10 completada. Resultado: EMPATADA - Votos: 12 de 12 - 5 Positivos, 5 Negativos y 2 Abstenciones
09:50:40 | L2 | INPUT | Nadia Garay (banca Nro:12) voto: Negativo
09:50:49 | L3 | VOTACION | Votacion Nº10 DESEMPATADA. Resultado: RECHAZADA - Votos: 12 de 12 - 5 Positivos, 5 Negativos y 2 Abstenciones
09:51:49 | L3 | VOTACION | Apertura de votacion de tipo Despacho Nº11 con tema: Autorización de obra, bacheo y repavimentación de avenida principal
09:51:56 | L2 | INPUT | Pulsacion registrada: Tecla [3] del dispositivo [dev12]
09:51:56 | L3 | VOTO | Nadia Garay (banca Nro:12) voto: Negativo
09:51:56 | L2 | INPUT | Nadia Garay (banca Nro:12) voto: Negativo
09:51:57 | L2 | INPUT | Pulsacion registrada: Tecla [3] del dispositivo [dev11]
09:51:57 | L3 | VOTO | Walter Herrero (banca Nro:11) voto: Negativo
09:51:57 | L2 | INPUT | Walter Herrero (banca Nro:11) voto: Negativo
09:51:57 | L2 | INPUT | Pulsacion registrada: Tecla [3] del dispositivo [dev10]
09:51:57 | L3 | VOTO | Roxana Barrera (banca Nro:10) voto: Negativo
09:51:57 | L2 | INPUT | Roxana Barrera (banca Nro:10) voto: Negativo
09:51:58 | L2 | INPUT | Pulsacion registrada: Tecla [3] del dispositivo [dev09]
09:51:58 | L3 | VOTO | Dardo Petroli (banca Nro:9) voto: Negativo
09:51:58 | L2 | INPUT | Dardo Petroli (banca Nro:9) voto: Negativo
09:51:59 | L2 | INPUT | Pulsacion registrada: Tecla [3] del dispositivo [dev08]
09:51:59 | L3 | VOTO | Lucila González (banca Nro:8) voto: Negativo
09:51:59 | L2 | INPUT | Lucila González (banca Nro:8) voto: Negativo
09:52:00 | L2 | INPUT | Pulsacion registrada: Tecla [3] del dispositivo [dev07]
09:52:00 | L3 | VOTO | Federico Garitano (banca Nro:7) voto: Negativo
09:52:00 | L2 | INPUT | Federico Garitano (banca Nro:7) voto: Negativo
09:52:01 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev06]
09:52:01 | L3 | VOTO | Hernán Pereira (banca Nro:6) voto: Positivo
09:52:01 | L2 | INPUT | Hernán Pereira (banca Nro:6) voto: Positivo
09:52:01 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev05]
09:52:01 | L3 | VOTO | Andrea Garachico (banca Nro:5) voto: Positivo
09:52:01 | L2 | INPUT | Andrea Garachico (banca Nro:5) voto: Positivo
09:52:04 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev04]
09:52:04 | L3 | VOTO | Gastón Cuis Taccari (banca Nro:4) voto: Positivo
09:52:04 | L2 | INPUT | Gastón Cuis Taccari (banca Nro:4) voto: Positivo
09:52:06 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev03]
09:52:06 | L3 | VOTO | Andrea Rueda (banca Nro:3) voto: Positivo
09:52:06 | L2 | INPUT | Andrea Rueda (banca Nro:3) voto: Positivo
09:52:06 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev02]
09:52:06 | L3 | VOTO | Samuel Alarcón Muñoz (banca Nro:2) voto: Positivo
09:52:06 | L2 | INPUT | Samuel Alarcón Muñoz (banca Nro:2) voto: Positivo
09:52:08 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev01]
09:52:08 | L3 | VOTO | Lorena Moreno (banca Nro:1) voto: Positivo
09:52:08 | L3 | VOTACION | Votacion Nº11 completada. Resultado: EMPATADA - Votos: 12 de 12 - 6 Positivos, 6 Negativos y 0 Abstenciones
09:52:08 | L2 | INPUT | Lorena Moreno (banca Nro:1) voto: Positivo
09:52:16 | L3 | VOTACION | Votacion Nº11 DESEMPATADA. Resultado: APROBADA - Votos: 12 de 12 - 6 Positivos, 6 Negativos y 0 Abstenciones
09:52:40 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev05]
09:52:40 | L3 | INPUT | Andrea Garachico (banca Nro:5) se AUSENTO
09:52:42 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev05]
09:52:42 | L3 | INPUT | Andrea Garachico (banca Nro:5) se PRESENTO
09:52:43 | L2 | INPUT | Pulsacion registrada: Tecla [9] del dispositivo [dev06]
09:52:43 | L2 | INPUT | Hernán Pereira (banca Nro:6)Oprimio tecla de PALABRA
09:52:43 | L3 | PALABRA | Hernán Pereira (banca Nro:6) pidio la palabra
09:52:44 | L2 | INPUT | Pulsacion registrada: Tecla [9] del dispositivo [dev07]
09:52:44 | L2 | INPUT | Federico Garitano (banca Nro:7)Oprimio tecla de PALABRA
09:52:44 | L3 | PALABRA | Federico Garitano (banca Nro:7) pidio la palabra
09:52:45 | L2 | INPUT | Pulsacion registrada: Tecla [9] del dispositivo [dev05]
09:52:45 | L2 | INPUT | Andrea Garachico (banca Nro:5)Oprimio tecla de PALABRA
09:52:45 | L3 | PALABRA | Andrea Garachico (banca Nro:5) pidio la palabra
09:52:50 | L3 | PALABRA | Se otorgo uso de la palabra a Hernán Pereira (banca Nro:6)
09:52:55 | L3 | PALABRA | Se otorgo uso de la palabra a Federico Garitano (banca Nro:7)
09:53:01 | L3 | PALABRA | Se otorgo uso de la palabra a Andrea Garachico (banca Nro:5)
09:53:07 | L3 | PALABRA | Dejo el uso de la palabra Andrea Garachico (banca Nro:5)
10:45:40 | L3 | SESION | Cierre de sesion Nº39
10:45:45 | L3 | SESION | Apertura de sesion Nº69
10:46:19 | L3 | VOTACION | Apertura de votacion de tipo Despacho Nº3 con tema: Pedido de informes, estado del alumbrado público en Barrio Sur
10:46:26 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev01]
10:46:26 | L3 | VOTO | Lorena Moreno (banca Nro:1) voto: Positivo
10:46:26 | L2 | INPUT | Lorena Moreno (banca Nro:1) voto: Positivo
10:46:27 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev02]
10:46:27 | L3 | VOTO | Samuel Alarcón Muñoz (banca Nro:2) voto: Positivo
10:46:27 | L2 | INPUT | Samuel Alarcón Muñoz (banca Nro:2) voto: Positivo
10:46:27 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev03]
10:46:27 | L3 | VOTO | Andrea Rueda (banca Nro:3) voto: Positivo
10:46:27 | L2 | INPUT | Andrea Rueda (banca Nro:3) voto: Positivo
10:46:28 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev04]
10:46:28 | L3 | VOTO | Gastón Cuis Taccari (banca Nro:4) voto: Positivo
10:46:28 | L2 | INPUT | Gastón Cuis Taccari (banca Nro:4) voto: Positivo
10:46:31 | L2 | INPUT | Pulsacion registrada: Tecla [2] del dispositivo [dev05]
10:46:31 | L3 | VOTO | Andrea Garachico (banca Nro:5) voto: Abstencion
10:46:31 | L2 | INPUT | Andrea Garachico (banca Nro:5) voto: Abstencion
10:46:31 | L2 | INPUT | Pulsacion registrada: Tecla [2] del dispositivo [dev06]
10:46:31 | L3 | VOTO | Hernán Pereira (banca Nro:6) voto: Abstencion
10:46:31 | L2 | INPUT | Hernán Pereira (banca Nro:6) voto: Abstencion
10:46:33 | L2 | INPUT | Pulsacion registrada: Tecla [2] del dispositivo [dev07]
10:46:33 | L3 | VOTO | Federico Garitano (banca Nro:7) voto: Abstencion
10:46:33 | L2 | INPUT | Federico Garitano (banca Nro:7) voto: Abstencion
10:46:34 | L2 | INPUT | Pulsacion registrada: Tecla [2] del dispositivo [dev08]
10:46:34 | L3 | VOTO | Lucila González (banca Nro:8) voto: Abstencion
10:46:34 | L2 | INPUT | Lucila González (banca Nro:8) voto: Abstencion
10:46:36 | L2 | INPUT | Pulsacion registrada: Tecla [3] del dispositivo [dev09]
10:46:36 | L3 | VOTO | Dardo Petroli (banca Nro:9) voto: Negativo
10:46:36 | L2 | INPUT | Dardo Petroli (banca Nro:9) voto: Negativo
10:46:37 | L2 | INPUT | Pulsacion registrada: Tecla [3] del dispositivo [dev10]
10:46:37 | L3 | VOTO | Roxana Barrera (banca Nro:10) voto: Negativo
10:46:37 | L2 | INPUT | Roxana Barrera (banca Nro:10) voto: Negativo
10:46:39 | L2 | INPUT | Pulsacion registrada: Tecla [3] del dispositivo [dev11]
10:46:39 | L3 | VOTO | Walter Herrero (banca Nro:11) voto: Negativo
10:46:39 | L2 | INPUT | Walter Herrero (banca Nro:11) voto: Negativo
10:46:42 | L2 | INPUT | Pulsacion registrada: Tecla [3] del dispositivo [dev12]
10:46:42 | L3 | VOTO | Nadia Garay (banca Nro:12) voto: Negativo
10:46:42 | L3 | VOTACION | Votacion Nº3 completada. Resultado: EMPATADA - Votos: 12 de 12 - 4 Positivos, 4 Negativos y 4 Abstenciones
10:46:42 | L2 | INPUT | Nadia Garay (banca Nro:12) voto: Negativo
10:46:45 | L3 | VOTACION | Votacion Nº3 DESEMPATADA. Resultado: APROBADA - Votos: 12 de 12 - 4 Positivos, 4 Negativos y 4 Abstenciones
10:47:08 | L3 | VOTACION | Apertura de votacion de tipo Despacho Nº2 con tema: Declaración de interés municipal, jornada de salud comunitaria en barrios
10:47:13 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev09]
10:47:13 | L3 | VOTO | Dardo Petroli (banca Nro:9) voto: Positivo
10:47:13 | L2 | INPUT | Dardo Petroli (banca Nro:9) voto: Positivo
10:47:14 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev10]
10:47:14 | L3 | VOTO | Roxana Barrera (banca Nro:10) voto: Positivo
10:47:14 | L2 | INPUT | Roxana Barrera (banca Nro:10) voto: Positivo
10:47:15 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev11]
10:47:15 | L3 | VOTO | Walter Herrero (banca Nro:11) voto: Positivo
10:47:15 | L2 | INPUT | Walter Herrero (banca Nro:11) voto: Positivo
10:47:16 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev12]
10:47:16 | L3 | VOTO | Nadia Garay (banca Nro:12) voto: Positivo
10:47:16 | L2 | INPUT | Nadia Garay (banca Nro:12) voto: Positivo
10:47:16 | L2 | INPUT | Pulsacion registrada: Tecla [3] del dispositivo [dev05]
10:47:16 | L3 | VOTO | Andrea Garachico (banca Nro:5) voto: Negativo
10:47:16 | L2 | INPUT | Andrea Garachico (banca Nro:5) voto: Negativo
10:47:17 | L2 | INPUT | Pulsacion registrada: Tecla [2] del dispositivo [dev06]
10:47:17 | L3 | VOTO | Hernán Pereira (banca Nro:6) voto: Abstencion
10:47:17 | L2 | INPUT | Hernán Pereira (banca Nro:6) voto: Abstencion
10:47:17 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev07]
10:47:17 | L3 | VOTO | Federico Garitano (banca Nro:7) voto: Positivo
10:47:17 | L2 | INPUT | Federico Garitano (banca Nro:7) voto: Positivo
10:47:18 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev08]
10:47:18 | L3 | VOTO | Lucila González (banca Nro:8) voto: Positivo
10:47:18 | L2 | INPUT | Lucila González (banca Nro:8) voto: Positivo
10:47:20 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev01]
10:47:20 | L3 | VOTO | Lorena Moreno (banca Nro:1) voto: Positivo
10:47:20 | L2 | INPUT | Lorena Moreno (banca Nro:1) voto: Positivo
10:47:20 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev02]
10:47:20 | L3 | VOTO | Samuel Alarcón Muñoz (banca Nro:2) voto: Positivo
10:47:20 | L2 | INPUT | Samuel Alarcón Muñoz (banca Nro:2) voto: Positivo
10:47:21 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev03]
10:47:21 | L3 | INPUT | Andrea Rueda (banca Nro:3) se AUSENTO
10:47:25 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev04]
10:47:25 | L3 | VOTO | Gastón Cuis Taccari (banca Nro:4) voto: Positivo
10:47:25 | L3 | VOTACION | Votacion Nº2 completada. Resultado: APROBADA - Votos: 11 de 12 - 9 Positivos, 1 Negativos y 1 Abstenciones
10:47:25 | L2 | INPUT | Gastón Cuis Taccari (banca Nro:4) voto: Positivo
10:55:09 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev05]
10:55:09 | L2 | INPUT | Andrea Garachico (banca Nro:5) voto sin votacion en curso
10:55:14 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev09]
10:55:14 | L2 | INPUT | Dardo Petroli (banca Nro:9) voto sin votacion en curso
10:55:24 | L3 | VOTACION | Apertura de votacion de tipo Despacho Nº3 con tema: Pedido de informes, estado del alumbrado público en Barrio Sur
10:55:39 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev01]
10:55:39 | L3 | INPUT | Lorena Moreno (banca Nro:1) se AUSENTO
10:55:40 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev01]
10:55:40 | L3 | INPUT | Lorena Moreno (banca Nro:1) se PRESENTO
10:55:42 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev03]
10:55:42 | L3 | INPUT | Andrea Rueda (banca Nro:3) se PRESENTO
10:55:44 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev01]
10:55:44 | L3 | VOTO | Lorena Moreno (banca Nro:1) voto: Positivo
10:55:44 | L2 | INPUT | Lorena Moreno (banca Nro:1) voto: Positivo
10:55:44 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev02]
10:55:44 | L3 | VOTO | Samuel Alarcón Muñoz (banca Nro:2) voto: Positivo
10:55:44 | L2 | INPUT | Samuel Alarcón Muñoz (banca Nro:2) voto: Positivo
10:55:44 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev03]
10:55:44 | L3 | VOTO | Andrea Rueda (banca Nro:3) voto: Positivo
10:55:44 | L2 | INPUT | Andrea Rueda (banca Nro:3) voto: Positivo
10:55:46 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev04]
10:55:46 | L3 | VOTO | Gastón Cuis Taccari (banca Nro:4) voto: Positivo
10:55:46 | L2 | INPUT | Gastón Cuis Taccari (banca Nro:4) voto: Positivo
10:55:47 | L2 | INPUT | Pulsacion registrada: Tecla [2] del dispositivo [dev05]
10:55:47 | L3 | VOTO | Andrea Garachico (banca Nro:5) voto: Abstencion
10:55:47 | L2 | INPUT | Andrea Garachico (banca Nro:5) voto: Abstencion
10:55:48 | L2 | INPUT | Pulsacion registrada: Tecla [3] del dispositivo [dev06]
10:55:48 | L3 | VOTO | Hernán Pereira (banca Nro:6) voto: Negativo
10:55:48 | L2 | INPUT | Hernán Pereira (banca Nro:6) voto: Negativo
10:55:48 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev07]
10:55:48 | L3 | VOTO | Federico Garitano (banca Nro:7) voto: Positivo
10:55:48 | L2 | INPUT | Federico Garitano (banca Nro:7) voto: Positivo
10:55:49 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev08]
10:55:49 | L3 | VOTO | Lucila González (banca Nro:8) voto: Positivo
10:55:49 | L2 | INPUT | Lucila González (banca Nro:8) voto: Positivo
10:55:50 | L2 | INPUT | Pulsacion registrada: Tecla [3] del dispositivo [dev09]
10:55:50 | L3 | VOTO | Dardo Petroli (banca Nro:9) voto: Negativo
10:55:50 | L2 | INPUT | Dardo Petroli (banca Nro:9) voto: Negativo
10:55:51 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev10]
10:55:51 | L3 | VOTO | Roxana Barrera (banca Nro:10) voto: Positivo
10:55:51 | L2 | INPUT | Roxana Barrera (banca Nro:10) voto: Positivo
10:55:51 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev11]
10:55:51 | L3 | VOTO | Walter Herrero (banca Nro:11) voto: Positivo
10:55:51 | L2 | INPUT | Walter Herrero (banca Nro:11) voto: Positivo
10:55:53 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev12]
10:55:53 | L3 | VOTO | Nadia Garay (banca Nro:12) voto: Positivo
10:55:53 | L3 | VOTACION | Votacion Nº3 completada. Resultado: APROBADA - Votos: 12 de 12 - 9 Positivos, 2 Negativos y 1 Abstenciones
10:55:53 | L2 | INPUT | Nadia Garay (banca Nro:12) voto: Positivo
10:59:57 | L3 | VOTACION | Apertura de votacion de tipo Despacho Nº6 con tema: Convenio de cooperación con Universidad, pasantías y prácticas profesionales
11:00:02 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev12]
11:00:02 | L3 | VOTO | Nadia Garay (banca Nro:12) voto: Positivo
11:00:02 | L2 | INPUT | Nadia Garay (banca Nro:12) voto: Positivo
11:00:03 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev11]
11:00:03 | L3 | VOTO | Walter Herrero (banca Nro:11) voto: Positivo
11:00:03 | L2 | INPUT | Walter Herrero (banca Nro:11) voto: Positivo
11:00:03 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev10]
11:00:03 | L3 | VOTO | Roxana Barrera (banca Nro:10) voto: Positivo
11:00:03 | L2 | INPUT | Roxana Barrera (banca Nro:10) voto: Positivo
11:00:04 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev09]
11:00:04 | L3 | VOTO | Dardo Petroli (banca Nro:9) voto: Positivo
11:00:04 | L2 | INPUT | Dardo Petroli (banca Nro:9) voto: Positivo
11:00:05 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev08]
11:00:05 | L3 | VOTO | Lucila González (banca Nro:8) voto: Positivo
11:00:05 | L2 | INPUT | Lucila González (banca Nro:8) voto: Positivo
11:00:05 | L2 | INPUT | Pulsacion registrada: Tecla [2] del dispositivo [dev07]
11:00:05 | L3 | VOTO | Federico Garitano (banca Nro:7) voto: Abstencion
11:00:05 | L2 | INPUT | Federico Garitano (banca Nro:7) voto: Abstencion
11:00:05 | L2 | INPUT | Pulsacion registrada: Tecla [3] del dispositivo [dev06]
11:00:05 | L3 | VOTO | Hernán Pereira (banca Nro:6) voto: Negativo
11:00:05 | L2 | INPUT | Hernán Pereira (banca Nro:6) voto: Negativo
11:00:06 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev05]
11:00:06 | L3 | VOTO | Andrea Garachico (banca Nro:5) voto: Positivo
11:00:06 | L2 | INPUT | Andrea Garachico (banca Nro:5) voto: Positivo
11:00:08 | L2 | INPUT | Pulsacion registrada: Tecla [2] del dispositivo [dev01]
11:00:08 | L3 | VOTO | Lorena Moreno (banca Nro:1) voto: Abstencion
11:00:08 | L2 | INPUT | Lorena Moreno (banca Nro:1) voto: Abstencion
11:00:08 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev02]
11:00:08 | L3 | VOTO | Samuel Alarcón Muñoz (banca Nro:2) voto: Positivo
11:00:08 | L2 | INPUT | Samuel Alarcón Muñoz (banca Nro:2) voto: Positivo
11:00:09 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev03]
11:00:09 | L3 | VOTO | Andrea Rueda (banca Nro:3) voto: Positivo
11:00:09 | L2 | INPUT | Andrea Rueda (banca Nro:3) voto: Positivo
