09:50:36 | L3 | SESION | Apertura de sesion Nº4
10:03:08 | L2 | INPUT | Samuel Alarcón Muñoz (banca Nro:2)Oprimio tecla de PALABRA
10:03:08 | L2 | INPUT | Samuel Alarcón Muñoz (banca Nro:2) interactua sin dar presente
10:03:10 | L2 | INPUT | Pulsacion registrada: Tecla [9] del dispositivo [dev02]
10:03:10 | L2 | INPUT | Samuel Alarcón Muñoz (banca Nro:2)Oprimio tecla de PALABRA
10:03:10 | L2 | INPUT | Samuel Alarcón Muñoz (banca Nro:2) interactua sin dar presente
10:03:10 | L2 | INPUT | Pulsacion registrada: Tecla [9] del dispositivo [dev02]
10:03:10 | L2 | INPUT | Samuel Alarcón Muñoz (banca Nro:2)Oprimio tecla de PALABRA
10:03:10 | L2 | INPUT | Samuel Alarcón Muñoz (banca Nro:2) interactua sin dar presente
10:03:11 | L2 | INPUT | Pulsacion registrada: Tecla [9] del dispositivo [dev02]
10:03:11 | L2 | INPUT | Samuel Alarcón Muñoz (banca Nro:2)Oprimio tecla de PALABRA
10:03:11 | L2 | INPUT | Samuel Alarcón Muñoz (banca Nro:2) interactua sin dar presente
10:03:12 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev02]
10:03:12 | L3 | INPUT | Samuel Alarcón Muñoz (banca Nro:2) se PRESENTO
10:03:12 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev02]
10:03:12 | L3 | INPUT | Samuel Alarcón Muñoz (banca Nro:2) se AUSENTO
10:03:13 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev02]
10:03:13 | L3 | INPUT | Samuel Alarcón Muñoz (banca Nro:2) se PRESENTO
10:03:14 | L2 | INPUT | Pulsacion registrada: Tecla [9] del dispositivo [dev02]
10:03:14 | L2 | INPUT | Samuel Alarcón Muñoz (banca Nro:2)Oprimio tecla de PALABRA
10:03:14 | L3 | PALABRA | Samuel Alarcón Muñoz (banca Nro:2) pidio la palabra
10:03:15 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev02]
10:03:15 | L3 | INPUT | Samuel Alarcón Muñoz (banca Nro:2) se AUSENTO
10:03:17 | L2 | INPUT | Pulsacion registrada: Tecla [9] del dispositivo [dev01]
10:03:17 | L2 | INPUT | Lorena Moreno (banca Nro:1)Oprimio tecla de PALABRA
10:03:17 | L3 | PALABRA | Lorena Moreno (banca Nro:1) retiro el pedido la palabra
10:03:17 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev01]
10:03:17 | L3 | INPUT | Lorena Moreno (banca Nro:1) se AUSENTO
