11:16:19 | L3 | SESION | Apertura de sesion Nº93
13:29:38 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev01]
13:29:38 | L3 | INPUT | Lorena Moreno (banca Nro:1) se PRESENTO
13:29:44 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev06]
13:29:44 | L3 | INPUT | Hernán Pereira (banca Nro:6) se PRESENTO
13:29:53 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev08]
13:29:53 | L3 | INPUT | Lucila González (banca Nro:8) se PRESENTO
13:29:56 | L2 | INPUT | Pulsacion registrada: Tecla [2] del dispositivo [dev08]
13:29:56 | L3 | VOTO | Lucila González (banca Nro:8) voto: Abstencion
13:29:56 | L2 | INPUT | Lucila González (banca Nro:8) voto: Abstencion
13:30:00 | L2 | INPUT | Pulsacion registrada: Tecla [2] del dispositivo [dev04]
13:30:00 | L3 | VOTO | Gastón Cuis Taccari (banca Nro:4) voto: Abstencion
13:30:00 | L2 | INPUT | Gastón Cuis Taccari (banca Nro:4) voto: Abstencion
13:30:02 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev04]
13:30:02 | L2 | INPUT | Gastón Cuis Taccari (banca Nro:4) ERROR en registro voto: concejal_ya_voto
13:30:04 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev03]
13:30:04 | L3 | VOTO | Andrea Rueda (banca Nro:3) voto: Positivo
13:30:04 | L2 | INPUT | Andrea Rueda (banca Nro:3) voto: Positivo
13:30:07 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev02]
13:30:07 | L3 | VOTO | Samuel Alarcón Muñoz (banca Nro:2) voto: Positivo
13:30:07 | L2 | INPUT | Samuel Alarcón Muñoz (banca Nro:2) voto: Positivo
13:30:32 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev04]
13:30:32 | L3 | INPUT | Gastón Cuis Taccari (banca Nro:4) se AUSENTO
13:30:33 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev04]
13:30:33 | L3 | INPUT | Gastón Cuis Taccari (banca Nro:4) se PRESENTO
13:30:34 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev04]
13:30:34 | L3 | INPUT | Gastón Cuis Taccari (banca Nro:4) se AUSENTO
13:30:36 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev04]
13:30:36 | L3 | INPUT | Gastón Cuis Taccari (banca Nro:4) se PRESENTO
13:30:37 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev04]
13:30:37 | L3 | INPUT | Gastón Cuis Taccari (banca Nro:4) se AUSENTO
13:30:42 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev04]
13:30:42 | L3 | INPUT | Gastón Cuis Taccari (banca Nro:4) se PRESENTO
13:30:43 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev04]
13:30:43 | L3 | INPUT | Gastón Cuis Taccari (banca Nro:4) se AUSENTO
13:30:46 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev03]
13:30:46 | L3 | INPUT | Andrea Rueda (banca Nro:3) se AUSENTO
13:30:47 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev02]
13:30:47 | L3 | INPUT | Samuel Alarcón Muñoz (banca Nro:2) se AUSENTO
13:30:50 | L2 | INPUT | Pulsacion registrada: Tecla [3] del dispositivo [dev01]
13:30:50 | L3 | VOTO | Lorena Moreno (banca Nro:1) voto: Negativo
13:30:50 | L2 | INPUT | Lorena Moreno (banca Nro:1) voto: Negativo
13:30:56 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev05]
13:30:56 | L2 | INPUT | Andrea Garachico (banca Nro:5) ERROR en registro voto: concejal_ya_voto
13:31:00 | L2 | INPUT | Pulsacion registrada: Tecla [2] del dispositivo [dev06]
13:31:00 | L3 | VOTO | Hernán Pereira (banca Nro:6) voto: Abstencion
13:31:00 | L2 | INPUT | Hernán Pereira (banca Nro:6) voto: Abstencion
13:31:04 | L2 | INPUT | Pulsacion registrada: Tecla [3] del dispositivo [dev07]
13:31:04 | L2 | INPUT | Federico Garitano (banca Nro:7) ERROR en registro voto: concejal_ya_voto
13:31:06 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev08]
13:31:06 | L2 | INPUT | Lucila González (banca Nro:8) ERROR en registro voto: concejal_ya_voto
13:31:10 | L2 | INPUT | Pulsacion registrada: Tecla [2] del dispositivo [dev09]
13:31:10 | L3 | VOTO | Dardo Petroli (banca Nro:9) voto: Abstencion
13:31:10 | L2 | INPUT | Dardo Petroli (banca Nro:9) voto: Abstencion
13:31:16 | L2 | INPUT | Pulsacion registrada: Tecla [2] del dispositivo [dev10]
13:31:16 | L3 | VOTO | Roxana Barrera (banca Nro:10) voto: Abstencion
13:31:16 | L3 | VOTACION | Votacion Nº1 completada. Resultado: EMPATADA - Votos: 12 de 12 - 3 Positivos, 3 Negativos y 6 Abstenciones
13:31:16 | L2 | INPUT | Roxana Barrera (banca Nro:10) voto: Abstencion
13:31:38 | L3 | VOTACION | Votacion Nº1 DESEMPATADA. Resultado: APROBADA - Votos: 12 de 12 - 3 Positivos, 3 Negativos y 6 Abstenciones
13:31:49 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev10]
13:31:49 | L3 | INPUT | Roxana Barrera (banca Nro:10) se AUSENTO
13:31:50 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev10]
13:31:50 | L3 | INPUT | Roxana Barrera (banca Nro:10) se PRESENTO
13:31:53 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev02]
13:31:53 | L3 | INPUT | Samuel Alarcón Muñoz (banca Nro:2) se PRESENTO
13:31:54 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev03]
13:31:54 | L3 | INPUT | Andrea Rueda (banca Nro:3) se PRESENTO
13:31:57 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev04]
13:31:57 | L3 | INPUT | Gastón Cuis Taccari (banca Nro:4) se PRESENTO
14:36:32 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev01]
14:36:32 | L3 | INPUT | Lorena Moreno (banca Nro:1) se AUSENTO
14:36:34 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev01]
14:36:34 | L3 | INPUT | Lorena Moreno (banca Nro:1) se PRESENTO
14:36:35 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev01]
14:36:35 | L3 | INPUT | Lorena Moreno (banca Nro:1) se AUSENTO
14:36:37 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev01]
14:36:37 | L3 | INPUT | Lorena Moreno (banca Nro:1) se PRESENTO
14:36:39 | L2 | INPUT | Pulsacion registrada: Tecla [9] del dispositivo [dev01]
14:36:39 | L3 | PALABRA | Lorena Moreno (banca Nro:1) pidio la palabra
14:36:39 | L2 | INPUT | Lorena Moreno (banca Nro:1) pidio la PALABRA
14:36:40 | L2 | INPUT | Pulsacion registrada: Tecla [9] del dispositivo [dev02]
14:36:40 | L3 | PALABRA | Samuel Alarcón Muñoz (banca Nro:2) pidio la palabra
14:36:40 | L2 | INPUT | Samuel Alarcón Muñoz (banca Nro:2) pidio la PALABRA
14:36:41 | L2 | INPUT | Pulsacion registrada: Tecla [9] del dispositivo [dev03]
14:36:41 | L3 | PALABRA | Andrea Rueda (banca Nro:3) pidio la palabra
14:36:41 | L2 | INPUT | Andrea Rueda (banca Nro:3) pidio la PALABRA
14:36:43 | L3 | PALABRA | Se otorgo uso de la palabra a Lorena Moreno (banca Nro:1)
14:36:49 | L3 | PALABRA | Se otorgo uso de la palabra a Samuel Alarcón Muñoz (banca Nro:2)
14:36:55 | L3 | PALABRA | Se otorgo uso de la palabra a Andrea Rueda (banca Nro:3)
14:37:00 | L2 | PALABRA | Fallo dar uso de la palabra, porque no hay solicitudes en cola
